source,dataset,parts,implementation,scaffold_repeats,scaffold_neighbors_per_leaf,scaffold_first_repeat_neighbors_per_leaf,scaffold_seed,preopt_graph_degree_cap,configuration,merge_seconds,recall,unique_scaffold_degree_mean,preopt_candidate_rank_mean,preopt_best_candidate_rank_mean,preopt_top4_candidate_rank_mean,preopt_count_rank_le_16,preopt_count_rank_le_32,preopt_count_rank_le_64,preopt_fraction_rank_le_16,preopt_fraction_rank_le_32,preopt_fraction_rank_le_64,quality_sample_rows,missing_candidates,dtype,graph_degree,intermediate_graph_degree,itopk,merge_api_e2e_ms_instrumented,merge_api_ms_excluding_quality_measurement,oracle_partition_build_ms_excluded,preopt_fraction_rank_le_output_degree,qps,quality_measurement_ms,queries,rows,search_ms
seed,OpenAI-2M,128,k4-scaffold-seed23,2,4,4,23,0,k4-r2,1.717266717,0.797863,7.931412,13.038194,2.569931,5.915264,6.002548121484,7.101532499616001,7.815565796327999,0.756807,0.895368,0.985394,65536,0,float32,64,128,160,1718.011762,1717.266717,191571.057074,0.985394,31784.8079,0.745045,20000,2321096,629.231426
seed,OpenAI-2M,128,k4-scaffold-seed24,2,4,4,24,0,k4-r2,1.7214898639999998,0.798204,7.930374,12.819824,2.514542,5.802834,6.048448667555999,7.1307385288319995,7.819777004195999,0.762694,0.899168,0.986054,65536,0,float32,64,128,160,1722.227669,1721.489864,191571.057074,0.986054,31820.689093,0.737805,20000,2321096,628.521901
seed,OpenAI-2M,128,k4-scaffold-seed25,2,4,4,25,0,k4-r2,1.716835194,0.794883,7.93663,13.21832,2.626602,6.005745,5.96289329519,7.08629152517,7.818786917760001,0.751313,0.892859,0.985152,65536,0,float32,64,128,160,1717.566119,1716.835194,191571.057074,0.985152,31783.668352,0.730925,20000,2321096,629.253986
seed,OpenAI-2M,128,k4-scaffold-seed26,2,4,4,26,0,k4-r2,1.729073671,0.795554,7.935974,13.268668,2.641663,6.027508,5.9620829949019996,7.073317754252,7.81082369002,0.751273,0.891298,0.98423,65536,0,float32,64,128,160,1729.794636,1729.073671,191571.057074,0.98423,31836.273989,0.720965,20000,2321096,628.214219
seed,OpenAI-2M,128,k4-scaffold-seed27,2,4,4,27,0,k4-r2,1.740392744,0.796446,7.933807,13.061181,2.56424,5.882416,6.001266489519,7.100495449368999,7.81178504834,0.756417,0.894967,0.98462,65536,0,float32,64,128,160,1741.149188,1740.392744,191571.057074,0.98462,31758.423127,0.756444,20000,2321096,629.754189
seed,OpenAI-2M,128,k4-scaffold-seed28,2,4,4,28,0,k4-r2,1.728419228,0.797121,7.933334,13.296615,2.629944,6.03574,5.940369432524,7.072297527644,7.813128123232,0.748786,0.891466,0.984848,65536,0,float32,64,128,160,1729.164392,1728.419228,191571.057074,0.984848,31833.6896,0.745164,20000,2321096,628.26522
seed,OpenAI-2M,128,k4-scaffold-seed29,2,4,4,29,0,k4-r2,1.717399999,0.796117,7.935104,13.278024,2.615677,6.024094,5.949875875968,7.073930968191999,7.814760212736,0.749817,0.891473,0.984834,65536,0,float32,64,128,160,1718.119443,1717.399999,191571.057074,0.984834,31771.132605,0.719444,20000,2321096,629.502267
seed,OpenAI-2M,128,k4-scaffold-seed30,2,4,4,30,0,k4-r2,1.726114575,0.7969,7.936432,13.231194,2.603622,5.977795,5.96787940672,7.082043349471999,7.8104887605919995,0.75196,0.892346,0.984131,65536,0,float32,64,128,160,1726.882139,1726.114575,191571.057074,0.984131,31828.005532,0.767564,20000,2321096,628.37742
seed,OpenAI-2M,128,k4-scaffold-seed31,2,4,4,31,0,k4-r2,1.73801809,0.796162,7.934677,13.055774,2.55835,5.899101,6.002733909363,7.103360890709999,7.813982628153,0.756519,0.89523,0.984789,65536,0,float32,64,128,160,1738.740974,1738.01809,191571.057074,0.984789,31787.073146,0.722884,20000,2321096,629.186585
seed,OpenAI-2M,128,k4-scaffold-seed32,2,4,4,32,0,k4-r2,1.722868434,0.797446,7.936005,13.205107,2.595139,5.968681,5.96493943815,7.087939697684999,7.81599673239,0.75163,0.893137,0.984878,65536,0,float32,64,128,160,1723.599558,1722.868434,191571.057074,0.984878,31823.787868,0.731124,20000,2321096,628.4607
seed,OpenAI-2M,128,k4-scaffold-seed1234,2,4,4,1234,0,k4-r2,1.73817761,0.796429,7.933807,13.039612,2.575058,5.897564,6.004043321968999,7.106461672233,7.816235914067,0.756767,0.895719,0.985181,65536,0,float32,64,128,160,1738.964815,1738.17761,191571.057074,0.985181,31777.830459,0.787205,20000,2321096,629.369586
seed,YFCC-10M,128,k4-scaffold-seed1,2,4,4,1,0,k4-r2,1.752533881,0.831209,7.871353,9.772749,1.615265,3.993015,6.718624838562,7.434799891267001,7.794953647782,0.853554,0.944539,0.990294,65536,0,uint8,64,128,160,1753.221045,1752.533881,53810.409238,0.990294,343371.673734,0.687164,100000,10000000,291.229614
seed,YFCC-10M,128,k4-scaffold-seed2,2,4,4,2,0,k4-r2,1.737868101,0.830028,7.871292,9.881348,1.628021,4.024506,6.690094437312,7.419936374136,7.793712546048001,0.849936,0.942658,0.990144,65536,0,uint8,64,128,160,1738.522346,1737.868101,53810.409238,0.990144,338440.762052,0.654245,100000,10000000,295.472683
seed,YFCC-10M,128,k4-scaffold-seed3,2,4,4,3,0,k4-r2,1.747325926,0.832126,7.868393,9.639534,1.591766,3.946278,6.744566164596001,7.447174317531,7.796947991560001,0.857172,0.946467,0.99092,65536,0,uint8,64,128,160,1747.98065,1747.325926,53810.409238,0.99092,339193.836246,0.654724,100000,10000000,294.816678
seed,YFCC-10M,128,k4-scaffold-seed4,2,4,4,4,0,k4-r2,1.780315148,0.831922,7.865234,9.696612,1.59314,3.943607,6.733961663312001,7.434282098672001,7.7900502281940005,0.856168,0.945208,0.990441,65536,0,uint8,64,128,160,1780.928073,1780.315148,53810.409238,0.990441,338277.136413,0.612925,100000,10000000,295.615604
seed,YFCC-10M,128,k4-scaffold-seed5,2,4,4,5,0,k4-r2,1.753635448,0.82945,7.869751,9.895192,1.617477,4.016682,6.69865335369,7.414855782947,7.78578075683,0.85119,0.942197,0.98933,65536,0,uint8,64,128,160,1754.252253,1753.635448,53810.409238,0.98933,338224.002808,0.616805,100000,10000000,295.662044
seed,YFCC-10M,128,k4-scaffold-seed6,2,4,4,6,0,k4-r2,1.750434305,0.830398,7.869919,9.846356,1.614761,3.991901,6.704486305047,7.423552934158,7.7896458262,0.851913,0.943282,0.9898,65536,0,uint8,64,128,160,1751.05139,1750.434305,53810.409238,0.9898,337532.451931,0.617085,100000,10000000,296.267809
seed,YFCC-10M,128,k4-scaffold-seed7,2,4,4,7,0,k4-r2,1.750101184,0.832309,7.87027,9.729863,1.604614,3.975338,6.7277035527499995,7.438357452669999,7.79519549447,0.854825,0.945121,0.990461,65536,0,uint8,64,128,160,1750.737029,1750.101184,53810.409238,0.990461,336806.149399,0.635845,100000,10000000,296.906693
seed,YFCC-10M,128,k4-scaffold-seed8,2,4,4,8,0,k4-r2,1.7431825369999998,0.831059,7.866989,9.820254,1.606476,3.977341,6.709369435639,7.421237536271001,7.7871705296060005,0.852851,0.943339,0.989854,65536,0,uint8,64,128,160,1743.795381,1743.182537,53810.409238,0.989854,337183.053409,0.612844,100000,10000000,296.57481
seed,YFCC-10M,128,k4-scaffold-seed9,2,4,4,9,0,k4-r2,1.7400409159999999,0.830927,7.868988,9.780633,1.625061,3.992786,6.715181896524,7.4344310066879995,7.790526320652,0.853373,0.944776,0.990029,65536,0,uint8,64,128,160,1740.6618,1740.040916,53810.409238,0.990029,336484.516438,0.620884,100000,10000000,297.190495
seed,YFCC-10M,128,k4-scaffold-seed10,2,4,4,10,0,k4-r2,1.743277258,0.829503,7.872955,9.850665,1.61853,3.998909,6.696672539360001,7.426944226295,7.79652435286,0.850592,0.943349,0.990292,65536,0,uint8,64,128,160,1743.892782,1743.277258,53810.409238,0.990292,334805.78238,0.615524,100000,10000000,298.680624
seed,YFCC-10M,128,k4-scaffold-seed11,2,4,4,11,0,k4-r2,1.767596182,0.829792,7.86969,9.821232,1.619934,3.994713,6.70457452581,7.42809808503,7.7919768112500005,0.851949,0.943887,0.990125,65536,0,uint8,64,128,160,1768.240987,1767.596182,53810.409238,0.990125,335619.010669,0.644805,100000,10000000,297.9569
seed,YFCC-10M,128,k4-scaffold-seed12,2,4,4,12,0,k4-r2,1.747024124,0.832614,7.868942,9.746709,1.591705,3.951775,6.727370977234,7.432939661663999,7.790315531536,0.854927,0.944592,0.990008,65536,0,uint8,64,128,160,1747.641288,1747.024124,53810.409238,0.990008,335688.14201,0.617164,100000,10000000,297.895539
seed,YFCC-10M,128,k4-scaffold-seed13,2,4,4,13,0,k4-r2,1.772788738,0.829592,7.871902,9.994074,1.634583,4.033051,6.673231738656001,7.407042571194,7.787294797304001,0.847728,0.940947,0.989252,65536,0,uint8,64,128,160,1773.405262,1772.788738,53810.409238,0.989252,334771.976847,0.616524,100000,10000000,298.710785
seed,YFCC-10M,128,k4-scaffold-seed14,2,4,4,14,0,k4-r2,1.7572294320000001,0.831936,7.866699,9.753763,1.615875,3.991234,6.720080420556,7.430065738704,7.791485490861,0.854244,0.944496,0.990439,65536,0,uint8,64,128,160,1757.849276,1757.229432,53810.409238,0.990439,335233.186964,0.619844,100000,10000000,298.299822
seed,YFCC-10M,128,k4-scaffold-seed15,2,4,4,15,0,k4-r2,1.75678827,0.832572,7.866669,9.724694,1.598633,3.961029,6.726198661725,7.434796738568999,7.790086977284999,0.855025,0.945101,0.990265,65536,0,uint8,64,128,160,1757.404274,1756.78827,53810.409238,0.990265,334565.755363,0.616004,100000,10000000,298.894906
seed,YFCC-10M,128,k4-scaffold-seed16,2,4,4,16,0,k4-r2,1.766266334,0.832531,7.870499,9.710049,1.59993,3.951794,6.733046614020999,7.442076257434,7.795138972075,0.855479,0.945566,0.990425,65536,0,uint8,64,128,160,1766.889938,1766.266334,53810.409238,0.990425,334940.664457,0.623604,100000,10000000,298.560344
seed,YFCC-10M,128,k4-scaffold-seed17,2,4,4,17,0,k4-r2,1.7531510049999999,0.829638,7.868301,9.809515,1.609848,3.98951,6.705279560888999,7.426071010596,7.793591482005,0.852189,0.943796,0.990505,65536,0,uint8,64,128,160,1753.769169,1753.151005,53810.409238,0.990505,335149.59501,0.618164,100000,10000000,298.374223
seed,YFCC-10M,128,k4-scaffold-seed18,2,4,4,18,0,k4-r2,1.751206232,0.832342,7.866592,9.616165,1.590179,3.938625,6.74336066128,7.451582072448,7.797059193311999,0.857215,0.947244,0.991161,65536,0,uint8,64,128,160,1751.818716,1751.206232,53810.409238,0.991161,334713.664593,0.612484,100000,10000000,298.762825
seed,YFCC-10M,128,k4-scaffold-seed19,2,4,4,19,0,k4-r2,1.753040204,0.82785,7.874069,10.030056,1.637238,4.050983,6.666076578434,7.405514650086001,7.788651099488001,0.846586,0.940494,0.989152,65536,0,uint8,64,128,160,1753.669928,1753.040204,53810.409238,0.989152,334724.330497,0.629724,100000,10000000,298.753305
seed,YFCC-10M,128,k4-scaffold-seed20,2,4,4,20,0,k4-r2,1.780017547,0.8297,7.871262,9.895735,1.624802,4.013046,6.68423633409,7.422820461335999,7.7945408092860005,0.849195,0.943028,0.990253,65536,0,uint8,64,128,160,1780.635391,1780.017547,53810.409238,0.990253,334223.31655,0.617844,100000,10000000,299.201148
seed,YFCC-10M,128,k4-scaffold-seed21,2,4,4,21,0,k4-r2,1.752104038,0.830753,7.870377,9.797062,1.604431,3.987549,6.7085283361290005,7.431989130723,7.794844991931001,0.852377,0.944299,0.990403,65536,0,uint8,64,128,160,1752.729082,1752.104038,53810.409238,0.990403,334545.920671,0.625044,100000,10000000,298.912627
seed,YFCC-10M,128,k4-scaffold-seed22,2,4,4,22,0,k4-r2,1.762192666,0.830678,7.868729,9.783224,1.62439,3.993397,6.717943121208,7.430157520456,7.793354444909,0.853752,0.944264,0.990421,65536,0,uint8,64,128,160,1762.82879,1762.192666,53810.409238,0.990421,334703.626716,0.636124,100000,10000000,298.771785
seed,YFCC-10M,128,k4-scaffold-seed23,2,4,4,23,0,k4-r2,1.7613392209999998,0.829443,7.87352,9.919802,1.626862,4.018818,6.68710651232,7.42108392024,7.79220228544,0.849316,0.942537,0.989672,65536,0,uint8,64,128,160,1761.987585,1761.339221,53810.409238,0.989672,334372.174179,0.648364,100000,10000000,299.067948
seed,YFCC-10M,128,k4-scaffold-seed24,2,4,4,24,0,k4-r2,1.759619209,0.829866,7.87114,9.83867,1.615814,3.996437,6.704023103079999,7.428388374999999,7.79271196104,0.851722,0.94375,0.990036,65536,0,uint8,64,128,160,1760.239293,1759.619209,53810.409238,0.990036,333467.795329,0.620084,100000,10000000,299.879033
seed,YFCC-10M,128,k4-scaffold-seed25,2,4,4,25,0,k4-r2,1.763657556,0.828818,7.871017,9.941855,1.633591,4.036465,6.677172625508,7.411924191441,7.7915197283,0.848324,0.941673,0.9899,65536,0,uint8,64,128,160,1764.275441,1763.657556,53810.409238,0.9899,333966.946557,0.617885,100000,10000000,299.43083
seed,YFCC-10M,128,k4-scaffold-seed26,2,4,4,26,0,k4-r2,1.746905323,0.830501,7.873062,9.88115,1.621902,4.015419,6.696834410262,7.42437619662,7.7934417239939995,0.850601,0.94301,0.989887,65536,0,uint8,64,128,160,1747.544847,1746.905323,53810.409238,0.989887,334267.378899,0.639524,100000,10000000,299.161708
seed,YFCC-10M,128,k4-scaffold-seed27,2,4,4,27,0,k4-r2,1.75258396,0.83039,7.869125,9.898511,1.621445,4.020367,6.69513024125,7.413573484625,7.78660935525,0.85081,0.942109,0.989514,65536,0,uint8,64,128,160,1753.196885,1752.58396,53810.409238,0.989514,334502.63524,0.612925,100000,10000000,298.951307
seed,YFCC-10M,128,k4-scaffold-seed28,2,4,4,28,0,k4-r2,1.772322294,0.830063,7.869843,9.791957,1.614868,3.981968,6.714266733252001,7.430209960491,7.794646650135,0.853164,0.944137,0.990445,65536,0,uint8,64,128,160,1772.932739,1772.322294,53810.409238,0.990445,334907.41605,0.610445,100000,10000000,298.589984
seed,YFCC-10M,128,k4-scaffold-seed29,2,4,4,29,0,k4-r2,1.782901807,0.832407,7.86911,9.654478,1.593018,3.951202,6.740050097199999,7.4462240286,7.79809915136,0.85652,0.94626,0.990976,65536,0,uint8,64,128,160,1783.511331,1782.901807,53810.409238,0.990976,335084.414114,0.609524,100000,10000000,298.432263
seed,YFCC-10M,128,k4-scaffold-seed30,2,4,4,30,0,k4-r2,1.7396571140000001,0.831659,7.869003,9.744551,1.598328,3.970234,6.725904410202,7.435790777841,7.791823818576,0.854734,0.944947,0.990192,65536,0,uint8,64,128,160,1740.272438,1739.657114,53810.409238,0.990192,333614.868697,0.615324,100000,10000000,299.746832
seed,YFCC-10M,128,k4-scaffold-seed31,2,4,4,31,0,k4-r2,1.753793369,0.830847,7.86908,9.787983,1.624664,4.003498,6.71272656308,7.431614235560001,7.7922226956400005,0.853051,0.944407,0.990233,65536,0,uint8,64,128,160,1754.408013,1753.793369,53810.409238,0.990233,334336.355774,0.614644,100000,10000000,299.099988
seed,YFCC-10M,128,k4-scaffold-seed32,2,4,4,32,0,k4-r2,1.762425908,0.83177,7.866318,9.66386,1.590805,3.943344,6.735385327457999,7.44055353825,7.7955054053640005,0.856231,0.945875,0.990998,65536,0,uint8,64,128,160,1763.037552,1762.425908,53810.409238,0.990998,334770.945785,0.611644,100000,10000000,298.711705
seed,YFCC-10M,128,k4-scaffold-seed1234,2,4,4,1234,0,k4-r2,1.7503501049999999,0.833447,7.870667,9.675357,1.5896,3.928043,6.743563873599,7.444903268635,7.793384920727,0.856797,0.945905,0.990181,65536,0,uint8,64,128,160,1750.98407,1750.350105,53810.409238,0.990181,333965.786608,0.633965,100000,10000000,299.43187
variant,Wiki-1M,128,k4-scaffold-repeat1-k8,1,8,8,1234,0,k8-r1,0.29395522399999996,0.857617,7.991196,18.373013,7.431458,12.839217,4.832715736980001,6.569410398876,7.772580851028001,0.604755,0.822081,0.972643,65536,0,float32,64,128,160,294.634189,293.955224,95054.975853,0.972643,65401.217207,0.678965,10000,1000000,152.902353
variant,Wiki-1M,128,k4-scaffold-repeat2-k8,2,8,8,1234,0,k8-r2,0.438725321,0.936658,15.60585,22.631191,4.689758,8.474579,7.59578855295,11.8714637301,14.83492101,0.486727,0.760706,0.9506,65536,0,float32,64,128,160,439.455606,438.725321,95054.975853,0.9506,65194.489472,0.730285,10000,1000000,153.387197
variant,Wiki-1M,128,k4-scaffold-repeat4-k8,4,8,8,1234,0,k8-r4,0.721702508,0.972983,29.989349,30.966897,3.545197,6.606434,9.429341080627001,18.294732453309003,26.964833185303,0.314423,0.610041,0.899147,65536,0,float32,64,128,160,722.637554,721.702508,95054.975853,0.899147,66117.109189,0.935046,10000,1000000,151.246782
variant,Wiki-1M,128,k4-scaffold-repeat1-k16,1,16,16,1234,0,k16-r1,0.339438143,0.85995,15.945282,27.334967,7.43219,12.847479,6.083491824486,10.67265560106,14.698711743804001,0.381523,0.66933,0.921822,65536,0,float32,64,128,160,340.178828,339.438143,95054.975853,0.921822,65100.94595,0.740685,10000,1000000,153.607599
variant,Wiki-1M,128,k4-scaffold-repeat2-k16,2,16,16,1234,0,k16-r2,0.520902577,0.937092,31.251755,35.627216,4.689758,8.472691,8.146301220584999,16.393545609820002,26.51742663505,0.260667,0.524564,0.84851,65536,0,float32,64,128,160,521.913544,520.902577,95054.975853,0.84851,65012.505806,1.010967,10000,1000000,153.81656
variant,Wiki-1M,128,k4-scaffold-repeat4-k16,4,16,16,1234,0,k16-r4,0.9969539590000001,0.972392,60.388855,52.010894,3.545197,6.589794,9.620729656615001,20.253033023335,39.890160114525,0.159313,0.335377,0.660555,65536,0,float32,64,128,160,998.40209,996.953959,95054.975853,0.660555,65604.387307,1.448131,10000,1000000,152.42883
variant,Wiki-1M,128,k4-scaffold-repeat1-k32,1,32,32,1234,0,k32-r1,0.418486498,0.857133,31.662811,41.910748,7.433655,12.879928,6.076979989608,13.012275459804,24.525411807191,0.191928,0.410964,0.774581,65536,0,float32,64,128,160,419.501745,418.486498,95054.975853,0.774581,64693.595669,1.015247,10000,1000000,154.574806
variant,Wiki-1M,128,k4-scaffold-repeat2-k32,2,32,32,1234,0,k32-r2,0.7990500110000001,0.935408,62.294266,58.219713,4.689758,8.480495,8.150332586376,17.373247844740003,36.014433179644,0.130836,0.27889,0.578134,65536,0,float32,64,128,160,800.507341,799.050011,95054.975853,0.578134,64923.69865,1.45733,10000,1000000,154.026961
variant,Wiki-1M,128,k4-scaffold-repeat4-k32,4,32,32,1234,0,k32-r4,2.003597749,0.96995,121.096909,90.645176,3.545197,6.583004,9.660384818566,20.551719717117,43.491228285896,0.079774,0.169713,0.359144,65536,0,float32,64,128,160,2006.297128,2003.597749,95054.975853,0.359144,65142.387775,2.699379,10000,1000000,153.509878
variant,OpenAI-2M,128,k4-scaffold-repeat1-k8,1,8,8,1234,0,k8-r1,1.321897301,0.689425,7.998474,17.132788,5.394531,11.02897,5.200847749019999,6.645492130529999,7.800215824962,0.65023,0.830845,0.975213,65536,0,float32,64,128,160,1322.666706,1321.897301,192151.197042,0.975213,31953.198482,0.769405,20000,2321096,625.915431
variant,OpenAI-2M,128,k4-scaffold-repeat2-k8,2,8,8,1234,0,k8-r2,1.8883417260000002,0.809242,15.887451,21.12087,2.574158,5.892292,8.614874980044,12.397009790202,15.100164253146001,0.542244,0.780302,0.950446,65536,0,float32,64,128,160,1889.087451,1888.341726,192151.197042,0.950446,31916.910019,0.745725,20000,2321096,626.627076
variant,OpenAI-2M,128,k4-scaffold-repeat4-k8,4,8,8,1234,0,k8-r4,2.997111652,0.882375,31.365997,29.420224,1.685501,4.016003,11.428922424881,20.166328647192,28.110049681415,0.364373,0.642936,0.896195,65536,0,float32,64,128,160,2998.067498,2997.111652,192151.197042,0.896195,32046.073589,0.955846,20000,2321096,624.101419
variant,OpenAI-2M,128,k4-scaffold-repeat1-k16,1,16,16,1234,0,k16-r1,1.492841907,0.692638,15.988907,27.187117,5.394531,11.030603,6.521331542462,10.635932858749,14.614724398978,0.407866,0.665207,0.914054,65536,0,float32,64,128,160,1493.638152,1492.841907,192151.197042,0.914054,31932.085614,0.796245,20000,2321096,626.329274
variant,OpenAI-2M,128,k4-scaffold-repeat2-k16,2,16,16,1234,0,k16-r2,2.221126076,0.809113,31.797485,35.143108,2.574158,5.889973,9.38572724242,17.165872277250003,26.5400888301,0.295172,0.53985,0.83466,65536,0,float32,64,128,160,2222.128763,2221.126076,192151.197042,0.83466,31835.822561,1.002687,20000,2321096,628.223127
variant,OpenAI-2M,128,k4-scaffold-repeat4-k16,4,16,16,1234,0,k16-r4,3.928306127,0.880696,62.913559,51.505435,1.685501,4.00853,11.707080885838,22.707768331224,41.392277477957,0.186082,0.360936,0.657923,65536,0,float32,64,128,160,3929.764937,3928.306127,192151.197042,0.657923,32000.246581,1.45881,20000,2321096,624.995184
variant,OpenAI-2M,128,k4-scaffold-repeat1-k32,1,32,32,1234,0,k32-r1,1.821788352,0.68575,31.896683,43.310257,5.394531,11.039709,6.519650108517,12.734686894384,23.460425003378997,0.204399,0.399248,0.735513,65536,0,float32,64,128,160,1822.791559,1821.788352,192151.197042,0.735513,31859.479661,1.003207,20000,2321096,627.756643
variant,OpenAI-2M,128,k4-scaffold-repeat2-k32,2,32,32,1234,0,k32-r2,3.1671660520000002,0.804383,63.503204,59.241545,2.574158,5.893459,9.386662596056,18.359220798827998,35.430152098107996,0.147814,0.289107,0.557927,65536,0,float32,64,128,160,3168.649782,3167.166052,192151.197042,0.557927,31816.392941,1.48373,20000,2321096,628.60677
variant,OpenAI-2M,128,k4-scaffold-repeat4-k32,4,32,32,1234,0,k32-r4,7.534381413,0.87635,125.925842,91.638057,1.685501,4.006638,11.727473665460002,23.08409572623,45.574954810798,0.09313,0.183315,0.361919,65536,0,float32,64,128,160,7536.653229,7534.381413,192151.197042,0.361919,31923.977262,2.271816,20000,2321096,626.488355
variant,YFCC-10M,128,k4-scaffold-repeat1-k8,1,8,8,1234,0,k8-r1,1.580485026,0.708952,7.998795,12.779353,3.529236,7.760302,6.194946745575,7.2312306318,7.86035185614,0.774485,0.90404,0.982692,65536,0,uint8,64,128,160,1581.12227,1580.485026,52818.559588,0.982692,344589.865541,0.637244,100000,10000000,290.200061
variant,YFCC-10M,128,k4-scaffold-repeat2-k8,2,8,8,1234,0,k8-r2,1.983188613,0.848141,15.762451,16.673448,1.588806,3.922386,10.326391473826,13.682469490942,15.304882809921,0.655126,0.868042,0.970971,65536,0,uint8,64,128,160,1983.798617,1983.188613,52818.559588,0.970971,341402.497437,0.610004,100000,10000000,292.909398
variant,YFCC-10M,128,k4-scaffold-repeat4-k8,4,8,8,1234,0,k8-r4,2.867368567,0.923098,30.854355,24.943117,1.229599,3.055107,12.95043671544,22.64012348577,28.945180075665004,0.419728,0.733774,0.938123,65536,0,uint8,64,128,160,2868.128332,2867.368567,52818.559588,0.938123,342477.631065,0.759765,100000,10000000,291.989873
variant,YFCC-10M,128,k4-scaffold-repeat1-k16,1,16,16,1234,0,k16-r1,1.8199953,0.712357,15.991318,21.648707,3.529236,7.761561,8.429247596251999,12.456597069279999,15.136933861895999,0.527114,0.77896,0.946572,65536,0,uint8,64,128,160,1820.611984,1819.9953,52818.559588,0.946572,337201.502149,0.616684,100000,10000000,296.558584
variant,YFCC-10M,128,k4-scaffold-repeat2-k16,2,16,16,1234,0,k16-r2,2.573064198,0.848308,31.571915,29.515982,1.588806,3.91787,11.36260592084,20.342258413225,28.259610681605,0.359896,0.644315,0.895087,65536,0,uint8,64,128,160,2573.849044,2573.064198,52818.559588,0.895087,338587.057789,0.784846,100000,10000000,295.345016
variant,YFCC-10M,128,k4-scaffold-repeat4-k16,4,16,16,1234,0,k16-r4,5.366135458,0.921098,61.945969,45.896649,1.229599,3.043385,13.255694014372,25.620419156616997,45.465182001581,0.213988,0.413593,0.733949,65536,0,uint8,64,128,160,5367.335546,5366.135458,52818.559588,0.733949,338662.830791,1.200088,100000,10000000,295.278935
variant,YFCC-10M,128,k4-scaffold-repeat1-k32,1,32,32,1234,0,k32-r1,2.366879911,0.705811,31.906082,36.87052,3.529236,7.76953,8.427640593398001,16.205130953882,26.118893034676,0.264139,0.507901,0.818618,65536,0,uint8,64,128,160,2367.714117,2366.879911,52818.559588,0.818618,336202.993989,0.834206,100000,10000000,297.43935
variant,YFCC-10M,128,k4-scaffold-repeat2-k32,2,32,32,1234,0,k32-r2,5.106323606,0.841363,63.13353,52.708673,1.588806,3.918148,11.37710404071,22.065421269119998,40.68116332551,0.180207,0.349504,0.644367,65536,0,uint8,64,128,160,5107.544694,5106.323606,52818.559588,0.644367,334868.14791,1.221088,100000,10000000,298.624998
variant,YFCC-10M,128,k4-scaffold-repeat4-k32,4,32,32,1234,0,k32-r4,15.159162405,0.91529,124.219223,85.213729,1.229599,3.033627,13.298537356711,26.096471244731998,50.676598434303,0.107057,0.210084,0.407961,65536,0,uint8,64,128,160,15161.35182,15159.162405,52818.559588,0.407961,341017.409276,2.189415,100000,10000000,293.240161
variant,Wiki-1M,128,k4-scaffold-repeat1-k1,1,1,1,1234,0,k1-r1,0.262771226,0.734175,0.999908,7.428552,7.433914,7.428552,0.870757882904,0.954391187932,0.9974662246639999,0.870838,0.954479,0.997558,65536,0,float32,64,128,160,263.433031,262.771226,95305.73934,0.997558,65807.477225,0.661805,10000,1000000,151.958416
variant,Wiki-1M,128,k4-scaffold-repeat2-k1,2,1,1,1234,0,k1-r2,0.37553921,0.8642,1.942368,8.103838,4.691559,8.103838,1.6702577821440001,1.8471531206400003,1.935105486048,0.859908,0.95098,0.996261,65536,0,float32,64,128,160,376.193374,375.53921,95305.73934,0.996261,64929.959079,0.654164,10000,1000000,154.01211
variant,Wiki-1M,128,k4-scaffold-repeat4-k1,4,1,1,1234,0,k1-r4,0.589729977,0.937442,3.707474,9.305429,3.545731,9.305429,3.1102147684959998,3.4999555577979997,3.6856555155099997,0.838904,0.944027,0.994115,65536,0,float32,64,128,160,590.372342,589.729977,95305.73934,0.994115,64458.740792,0.642365,10000,1000000,155.137998
variant,Wiki-1M,128,k4-scaffold-repeat1-k2,1,2,2,1234,0,k2-r1,0.270053716,0.806825,1.999557,9.460627,7.434006,9.460627,1.650940235721,1.870819521669,1.9901730789990002,0.825653,0.935617,0.995307,65536,0,float32,64,128,160,270.68224,270.053716,95305.73934,0.995307,64795.161242,0.628524,10000,1000000,154.332512
variant,Wiki-1M,128,k4-scaffold-repeat2-k2,2,2,2,1234,0,k2-r2,0.383488345,0.909017,3.885574,10.651161,4.691559,10.651161,3.119583598362,3.604308954862,3.856261229744,0.802863,0.927613,0.992456,65536,0,float32,64,128,160,384.16295,383.488345,95305.73934,0.992456,64419.691092,0.674605,10000,1000000,155.232039
variant,Wiki-1M,128,k4-scaffold-repeat4-k2,4,2,2,1234,0,k2-r4,0.604843122,0.960325,7.414719,12.893802,3.545731,7.066081,5.590853835099001,6.748840160205,7.321211978690999,0.754021,0.910195,0.987389,65536,0,float32,64,128,160,605.479647,604.843122,95305.73934,0.987389,65049.167934,0.636525,10000,1000000,153.729868
variant,OpenAI-2M,128,k4-scaffold-repeat1-k1,1,1,1,1234,0,k1-r1,1.1853971959999998,0.53445,0.999939,5.401178,5.404877,5.401178,0.9152681652360001,0.9671480003730001,0.9990390549,0.915324,0.967207,0.9991,65536,0,float32,64,128,160,1186.215482,1185.397196,191028.381239,0.9991,32238.339332,0.818286,20000,2321096,620.37935
