dataset,parts,implementation,dtype,rows,queries,graph_degree,intermediate_graph_degree,itopk,scaffold_repeats,scaffold_neighbors_per_leaf,scaffold_first_repeat_neighbors_per_leaf,scaffold_seed,preopt_graph_degree_cap,quality_sample_rows,oracle_partition_build_ms_excluded,merge_api_e2e_ms_instrumented,quality_measurement_ms,merge_api_ms_excluding_quality_measurement,search_ms,recall,qps,unique_scaffold_degree_mean,preopt_candidate_rank_mean,preopt_best_candidate_rank_mean,preopt_top4_candidate_rank_mean,preopt_fraction_rank_le_16,preopt_fraction_rank_le_32,preopt_fraction_rank_le_64,preopt_fraction_rank_le_output_degree,missing_candidates
Wiki-1M,128,k4-scaffold-repeat16-k8,float32,1000000,10000,64,128,160,16,8,8,1234,0,65536,95242.561288,3173.914784,2.724058,3171.190726,148.478958,0.990975,67349.610576,102.057556,81.026695,2.754868,5.811211,0.092585,0.196261,0.411923,0.411923,0
Wiki-1M,128,k4-scaffold-repeat16-k8-cap64,float32,1000000,10000,64,128,160,16,8,8,1234,64,65536,95242.561288,2061.999987,2.676418,2059.323569,143.846848,0.993600,69518.381105,102.057556,81.026695,2.754868,5.811211,0.092585,0.196261,0.411923,0.411923,0
OpenAI-2M,128,k4-scaffold-repeat1,float32,2321096,20000,64,128,160,1,4,4,1234,0,65536,190043.090804,1244.673491,0.811885,1243.861606,625.696826,0.666775,31964.362242,3.999588,11.033405,5.399139,11.033405,0.796434,0.911318,0.992259,0.992259,0
OpenAI-2M,128,k4-scaffold-repeat1-cap64,float32,2321096,20000,64,128,160,1,4,4,1234,64,65536,190043.090804,1189.150764,0.775329,1188.375435,625.808347,0.667117,31958.666093,3.999588,11.033405,5.399139,11.033405,0.796434,0.911318,0.992259,0.992259,0
OpenAI-2M,128,k4-scaffold-repeat2,float32,2321096,20000,64,128,160,2,4,4,1234,0,65536,190043.090804,1726.839482,0.735049,1726.104433,629.644512,0.797083,31763.955087,7.933807,13.038465,2.575333,5.895744,0.756804,0.895721,0.985231,0.985231,0
OpenAI-2M,128,k4-scaffold-repeat2-cap64,float32,2321096,20000,64,128,160,2,4,4,1234,64,65536,190043.090804,1641.956011,0.721089,1641.234922,627.378245,0.798058,31878.695443,7.933807,13.038465,2.575333,5.895744,0.756804,0.895721,0.985231,0.985231,0
OpenAI-2M,128,k4-scaffold-repeat4,float32,2321096,20000,64,128,160,4,4,4,1234,0,65536,190043.090804,2672.770846,0.754089,2672.016757,625.430143,0.877387,31977.991825,15.631866,17.266911,1.686478,4.025864,0.638340,0.851975,0.970355,0.970355,0
OpenAI-2M,128,k4-scaffold-repeat4-cap64,float32,2321096,20000,64,128,160,4,4,4,1234,64,65536,190043.090804,2543.198694,0.737049,2542.461645,623.037875,0.879696,32100.777180,15.631866,17.266911,1.686478,4.025864,0.638340,0.851975,0.970355,0.970355,0
OpenAI-2M,128,k4-scaffold-repeat8,float32,2321096,20000,64,128,160,8,4,4,1234,0,65536,190043.090804,4592.171617,0.971451,4591.200166,618.327499,0.923763,32345.318674,30.410797,25.490177,1.365723,3.370667,0.409800,0.720075,0.935210,0.935210,0
OpenAI-2M,128,k4-scaffold-repeat8-cap64,float32,2321096,20000,64,128,160,8,4,4,1234,64,65536,190043.090804,4361.028918,0.975292,4360.053626,613.857047,0.926442,32580.875462,30.410797,25.490177,1.365723,3.370667,0.409800,0.720075,0.935210,0.935210,0
OpenAI-2M,128,k4-scaffold-repeat16,float32,2321096,20000,64,128,160,16,4,4,1234,0,65536,190043.090804,8693.377622,1.376057,8692.001565,615.205783,0.948375,32509.447331,58.140884,42.130150,1.237930,3.207573,0.222429,0.437589,0.788385,0.788385,0
OpenAI-2M,128,k4-scaffold-repeat16-cap64,float32,2321096,20000,64,128,160,16,4,4,1234,64,65536,190043.090804,8032.656708,1.392456,8031.264252,604.765541,0.952250,33070.667298,58.140884,42.130150,1.237930,3.207573,0.222429,0.437589,0.788385,0.788385,0
OpenAI-2M,128,k4-scaffold-repeat1-k8,float32,2321096,20000,64,128,160,1,8,8,1234,0,65536,190043.090804,1340.525772,0.791530,1339.734242,627.011600,0.690025,31897.336509,7.998474,17.135213,5.399139,11.033865,0.650307,0.830652,0.975160,0.975160,0
OpenAI-2M,128,k4-scaffold-repeat1-k8-cap64,float32,2321096,20000,64,128,160,1,8,8,1234,64,65536,190043.090804,1251.713095,0.813209,1250.899886,625.440103,0.691450,31977.482582,7.998474,17.135213,5.399139,11.033865,0.650307,0.830652,0.975160,0.975160,0
OpenAI-2M,128,k4-scaffold-repeat2-k8,float32,2321096,20000,64,128,160,2,8,8,1234,0,65536,190043.090804,1900.836034,0.792809,1900.043225,628.194495,0.809975,31837.273582,15.887451,21.120691,2.575333,5.893070,0.542317,0.780164,0.950532,0.950532,0
OpenAI-2M,128,k4-scaffold-repeat2-k8-cap64,float32,2321096,20000,64,128,160,2,8,8,1234,64,65536,190043.090804,1766.744748,0.767289,1765.977459,625.230020,0.813021,31988.227309,15.887451,21.120691,2.575333,5.893070,0.542317,0.780164,0.950532,0.950532,0
OpenAI-2M,128,k4-scaffold-repeat4-k8,float32,2321096,20000,64,128,160,4,8,8,1234,0,65536,190043.090804,3019.697577,0.983932,3018.713645,624.481611,0.883262,32026.563549,31.365997,29.420698,1.686478,4.017433,0.364352,0.642994,0.896166,0.896166,0
