dataset,parts,baseline_source,variant_source,baseline_configuration,variant_configuration,baseline_merge_seconds,variant_merge_seconds,merge_slowdown_x,baseline_recall,variant_recall,recall_delta,baseline_count_rank_le_16,variant_count_rank_le_16,count_rank_le_16_delta
Wiki-1M,2,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,0.445770995,0.471594525,1.057930036,0.992967000,0.993008000,0.000041000,0.825181457,0.892579693,0.067398236
Wiki-1M,8,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,0.432976749,0.462287903,1.067696831,0.984967000,0.985525000,0.000558000,2.778288644,3.291077818,0.512789174
Wiki-1M,128,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,0.393978594,0.420896654,1.068323661,0.928958000,0.937258000,0.008300000,5.391053135,7.595382801,2.204329666
OpenAI-2M,2,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,1.975621571,2.104213624,1.065089415,0.959350000,0.958996000,-0.000354000,0.928725177,0.958385110,0.029659933
OpenAI-2M,8,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,1.960260789,2.087186110,1.064749202,0.936217000,0.937208000,0.000991000,2.670667190,3.054190692,0.383523502
OpenAI-2M,128,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,1.714960340,1.851838048,1.079813920,0.796733000,0.810987000,0.014254000,6.003781506,8.615701127,2.611919621
YFCC-10M,2,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,1.866994091,1.955161676,1.047224351,0.985472000,0.985482000,0.000010000,1.305495791,1.367881340,0.062385549
YFCC-10M,8,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,1.845722150,1.937674919,1.049819399,0.965479000,0.966449000,0.000970000,3.689236702,4.453547163,0.764310461
YFCC-10M,128,cap72-warp,cap72-warp,k4-r2-cap72,k8-r2-cap72,1.738437880,1.839706031,1.058252384,0.833424000,0.850348000,0.016924000,6.743304142,10.326265374,3.582961233
