pairs,naive_mean_s,naive_sd_s,prefetch_mean_s,prefetch_sd_s,mean_savings_s,mean_savings_pct,savings_sd_s,savings_se_s,savings_ci95_low_s,savings_ci95_high_s,paired_t,paired_t_df,paired_t_p_two_sided,cohen_dz,wilcoxon_statistic,wilcoxon_p_exact_two_sided,pairs_prefetch_faster,pairs_naive_faster,naive_first_mean_savings_s,prefetch_first_mean_savings_s,order_welch_t,order_welch_df,order_welch_p_two_sided,confirmation_pairs,confirmation_mean_savings_s,confirmation_savings_sd_s,confirmation_ci95_low_s,confirmation_ci95_high_s,confirmation_t,confirmation_t_df,confirmation_t_p_two_sided,confirmation_wilcoxon_statistic,confirmation_wilcoxon_p_exact_two_sided,confirmation_pairs_prefetch_faster,naive_disk_read_active_mean_s,prefetch_disk_read_active_mean_s,savings_disk_read_active_mean_s,naive_h2d_active_mean_s,prefetch_h2d_active_mean_s,savings_h2d_active_mean_s,naive_load_wall_sum_mean_s,prefetch_load_wall_sum_mean_s,savings_load_wall_sum_mean_s,naive_build_sum_mean_s,prefetch_build_sum_mean_s,savings_build_sum_mean_s,naive_total_mean_s,prefetch_total_mean_s,savings_total_mean_s
10,91.331830270,1.911062967,89.215836782,0.769113209,2.115993488,2.316819319,1.586908115,0.501824408,0.980787809,3.251199167,4.216601373,9.000000000,0.002250727,1.333406432,1.000000000,0.003906250,9,1,1.130553568,3.101433408,-2.448952007,7.998841620,0.040006243,8,2.182041481,1.726232329,0.738875139,3.625207824,3.575269220,7.000000000,0.009033073,1.000000000,0.015625000,7,14.067251512,15.595023780,-1.527772268,0.000000000,2.165815637,-2.165815637,26.082474857,18.732203119,7.350271738,65.249335768,70.481162869,-5.231827101,91.331830270,89.215836782,2.115993488
