dataset,method,rows,max_leaf_size,size,count,percent_of_leaves,covered_points
OpenAI-2M,baseline,2321096,128,91,292,0.865544226,26572
OpenAI-2M,baseline,2321096,128,92,296,0.877400996,27232
OpenAI-2M,baseline,2321096,128,93,283,0.838866493,26319
OpenAI-2M,baseline,2321096,128,94,280,0.829973915,26320
OpenAI-2M,baseline,2321096,128,95,335,0.993004506,31825
OpenAI-2M,baseline,2321096,128,96,250,0.741048138,24000
OpenAI-2M,baseline,2321096,128,97,256,0.758833294,24832
OpenAI-2M,baseline,2321096,128,98,283,0.838866493,27734
OpenAI-2M,baseline,2321096,128,99,298,0.883329381,29502
OpenAI-2M,baseline,2321096,128,100,289,0.856651648,28900
OpenAI-2M,baseline,2321096,128,101,279,0.827009723,28179
OpenAI-2M,baseline,2321096,128,102,317,0.939649040,32334
OpenAI-2M,baseline,2321096,128,103,315,0.933720654,32445
OpenAI-2M,baseline,2321096,128,104,262,0.776618449,27248
OpenAI-2M,baseline,2321096,128,105,273,0.809224567,28665
OpenAI-2M,baseline,2321096,128,106,306,0.907042922,32436
OpenAI-2M,baseline,2321096,128,107,261,0.773654257,27927
OpenAI-2M,baseline,2321096,128,108,267,0.791439412,28836
OpenAI-2M,baseline,2321096,128,109,260,0.770690064,28340
OpenAI-2M,baseline,2321096,128,110,276,0.818117145,30360
OpenAI-2M,baseline,2321096,128,111,292,0.865544226,32412
OpenAI-2M,baseline,2321096,128,112,299,0.886293574,33488
OpenAI-2M,baseline,2321096,128,113,289,0.856651648,32657
OpenAI-2M,baseline,2321096,128,114,283,0.838866493,32262
OpenAI-2M,baseline,2321096,128,115,289,0.856651648,33235
OpenAI-2M,baseline,2321096,128,116,288,0.853687456,33408
OpenAI-2M,baseline,2321096,128,117,269,0.797367797,31473
OpenAI-2M,baseline,2321096,128,118,264,0.782546834,31152
OpenAI-2M,baseline,2321096,128,119,306,0.907042922,36414
OpenAI-2M,baseline,2321096,128,120,273,0.809224567,32760
OpenAI-2M,baseline,2321096,128,121,285,0.844794878,34485
OpenAI-2M,baseline,2321096,128,122,269,0.797367797,32818
OpenAI-2M,baseline,2321096,128,123,296,0.877400996,36408
OpenAI-2M,baseline,2321096,128,124,301,0.892221959,37324
OpenAI-2M,baseline,2321096,128,125,286,0.847759070,35750
OpenAI-2M,baseline,2321096,128,126,263,0.779582642,33138
OpenAI-2M,baseline,2321096,128,127,290,0.859615841,36830
OpenAI-2M,baseline,2321096,128,128,279,0.827009723,35712
OpenAI-2M,score-median,2321096,128,1,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,2,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,3,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,4,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,5,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,6,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,7,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,8,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,9,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,10,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,11,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,12,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,13,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,14,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,15,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,16,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,17,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,18,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,19,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,20,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,21,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,22,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,23,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,24,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,25,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,26,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,27,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,28,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,29,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,30,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,31,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,32,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,33,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,34,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,35,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,36,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,37,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,38,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,39,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,40,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,41,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,42,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,43,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,44,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,45,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,46,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,47,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,48,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,49,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,50,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,51,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,52,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,53,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,54,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,55,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,56,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,57,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,58,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,59,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,60,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,61,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,62,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,63,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,64,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,65,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,66,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,67,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,68,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,69,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,70,5432,16.577148438,380240
OpenAI-2M,score-median,2321096,128,71,27336,83.422851562,1940856
OpenAI-2M,score-median,2321096,128,72,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,73,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,74,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,75,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,76,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,77,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,78,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,79,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,80,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,81,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,82,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,83,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,84,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,85,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,86,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,87,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,88,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,89,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,90,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,91,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,92,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,93,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,94,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,95,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,96,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,97,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,98,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,99,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,100,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,101,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,102,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,103,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,104,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,105,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,106,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,107,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,108,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,109,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,110,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,111,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,112,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,113,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,114,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,115,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,116,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,117,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,118,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,119,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,120,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,121,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,122,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,123,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,124,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,125,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,126,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,127,0,0.000000000,0
OpenAI-2M,score-median,2321096,128,128,0,0.000000000,0
OpenAI-2M,balanced-retry,2321096,128,1,0,0.000000000,0
OpenAI-2M,balanced-retry,2321096,128,2,1,0.003452562,2
OpenAI-2M,balanced-retry,2321096,128,3,2,0.006905124,6
OpenAI-2M,balanced-retry,2321096,128,4,3,0.010357685,12
OpenAI-2M,balanced-retry,2321096,128,5,6,0.020715371,30
OpenAI-2M,balanced-retry,2321096,128,6,6,0.020715371,36
OpenAI-2M,balanced-retry,2321096,128,7,13,0.044883303,91
OpenAI-2M,balanced-retry,2321096,128,8,13,0.044883303,104
OpenAI-2M,balanced-retry,2321096,128,9,14,0.048335865,126
OpenAI-2M,balanced-retry,2321096,128,10,20,0.069051236,200
OpenAI-2M,balanced-retry,2321096,128,11,25,0.086314045,275
OpenAI-2M,balanced-retry,2321096,128,12,25,0.086314045,300
OpenAI-2M,balanced-retry,2321096,128,13,29,0.100124292,377
OpenAI-2M,balanced-retry,2321096,128,14,41,0.141555034,574
OpenAI-2M,balanced-retry,2321096,128,15,28,0.096671730,420
OpenAI-2M,balanced-retry,2321096,128,16,47,0.162270405,752
OpenAI-2M,balanced-retry,2321096,128,17,51,0.176080652,867
OpenAI-2M,balanced-retry,2321096,128,18,38,0.131197348,684
OpenAI-2M,balanced-retry,2321096,128,19,50,0.172628090,950
OpenAI-2M,balanced-retry,2321096,128,20,59,0.203701146,1180
OpenAI-2M,balanced-retry,2321096,128,21,58,0.200248584,1218
OpenAI-2M,balanced-retry,2321096,128,22,64,0.220963955,1408
OpenAI-2M,balanced-retry,2321096,128,23,61,0.210606270,1403
OpenAI-2M,balanced-retry,2321096,128,24,73,0.252037011,1752
OpenAI-2M,balanced-retry,2321096,128,25,76,0.262394697,1900
OpenAI-2M,balanced-retry,2321096,128,26,95,0.327993371,2470
OpenAI-2M,balanced-retry,2321096,128,27,90,0.310730562,2430
OpenAI-2M,balanced-retry,2321096,128,28,112,0.386686922,3136
OpenAI-2M,balanced-retry,2321096,128,29,99,0.341803618,2871
OpenAI-2M,balanced-retry,2321096,128,30,104,0.359066427,3120
OpenAI-2M,balanced-retry,2321096,128,31,124,0.428117663,3844
OpenAI-2M,balanced-retry,2321096,128,32,114,0.393592045,3648
OpenAI-2M,balanced-retry,2321096,128,33,130,0.448833034,4290
OpenAI-2M,balanced-retry,2321096,128,34,117,0.403949731,3978
OpenAI-2M,balanced-retry,2321096,128,35,127,0.438475349,4445
OpenAI-2M,balanced-retry,2321096,128,36,135,0.466095843,4860
OpenAI-2M,balanced-retry,2321096,128,37,157,0.542052203,5809
OpenAI-2M,balanced-retry,2321096,128,38,152,0.524789394,5776
OpenAI-2M,balanced-retry,2321096,128,39,157,0.542052203,6123
OpenAI-2M,balanced-retry,2321096,128,40,155,0.535147079,6200
OpenAI-2M,balanced-retry,2321096,128,41,184,0.635271371,7544
OpenAI-2M,balanced-retry,2321096,128,42,163,0.562767574,6846
OpenAI-2M,balanced-retry,2321096,128,43,190,0.655986742,8170
OpenAI-2M,balanced-retry,2321096,128,44,217,0.749205911,9548
OpenAI-2M,balanced-retry,2321096,128,45,181,0.624913686,8145
OpenAI-2M,balanced-retry,2321096,128,46,211,0.728490540,9706
OpenAI-2M,balanced-retry,2321096,128,47,213,0.735395664,10011
OpenAI-2M,balanced-retry,2321096,128,48,206,0.711227731,9888
OpenAI-2M,balanced-retry,2321096,128,49,232,0.800994338,11368
OpenAI-2M,balanced-retry,2321096,128,50,239,0.825162270,11950
OpenAI-2M,balanced-retry,2321096,128,51,261,0.901118630,13311
OpenAI-2M,balanced-retry,2321096,128,52,249,0.859687888,12948
OpenAI-2M,balanced-retry,2321096,128,53,253,0.873498136,13409
OpenAI-2M,balanced-retry,2321096,128,54,258,0.890760945,13932
OpenAI-2M,balanced-retry,2321096,128,55,276,0.952907057,15180
OpenAI-2M,balanced-retry,2321096,128,56,283,0.977074990,15848
OpenAI-2M,balanced-retry,2321096,128,57,302,1.042673664,17214
OpenAI-2M,balanced-retry,2321096,128,58,268,0.925286563,15544
OpenAI-2M,balanced-retry,2321096,128,59,307,1.059936473,18113
OpenAI-2M,balanced-retry,2321096,128,60,318,1.097914653,19080
OpenAI-2M,balanced-retry,2321096,128,61,293,1.011600608,17873
OpenAI-2M,balanced-retry,2321096,128,62,297,1.025410855,18414
OpenAI-2M,balanced-retry,2321096,128,63,294,1.015053169,18522
OpenAI-2M,balanced-retry,2321096,128,64,296,1.021958293,18944
OpenAI-2M,balanced-retry,2321096,128,65,302,1.042673664,19630
OpenAI-2M,balanced-retry,2321096,128,66,348,1.201491507,22968
OpenAI-2M,balanced-retry,2321096,128,67,335,1.156608203,22445
OpenAI-2M,balanced-retry,2321096,128,68,341,1.177323574,23188
OpenAI-2M,balanced-retry,2321096,128,69,331,1.142797956,22839
OpenAI-2M,balanced-retry,2321096,128,70,321,1.108272338,22470
OpenAI-2M,balanced-retry,2321096,128,71,304,1.049578787,21584
OpenAI-2M,balanced-retry,2321096,128,72,368,1.270542743,26496
OpenAI-2M,balanced-retry,2321096,128,73,369,1.273995305,26937
OpenAI-2M,balanced-retry,2321096,128,74,351,1.211849192,25974
OpenAI-2M,balanced-retry,2321096,128,75,306,1.056483911,22950
OpenAI-2M,balanced-retry,2321096,128,76,358,1.236017125,27208
OpenAI-2M,balanced-retry,2321096,128,77,380,1.311973484,29260
OpenAI-2M,balanced-retry,2321096,128,78,332,1.146250518,25896
OpenAI-2M,balanced-retry,2321096,128,79,330,1.139345394,26070
OpenAI-2M,balanced-retry,2321096,128,80,356,1.229112001,28480
OpenAI-2M,balanced-retry,2321096,128,81,376,1.298163237,30456
OpenAI-2M,balanced-retry,2321096,128,82,367,1.267090181,30094
OpenAI-2M,balanced-retry,2321096,128,83,353,1.218754316,29299
OpenAI-2M,balanced-retry,2321096,128,84,338,1.166965889,28392
OpenAI-2M,balanced-retry,2321096,128,85,362,1.249827372,30770
OpenAI-2M,balanced-retry,2321096,128,86,335,1.156608203,28810
OpenAI-2M,balanced-retry,2321096,128,87,407,1.405192653,35409
OpenAI-2M,balanced-retry,2321096,128,88,366,1.263637619,32208
OpenAI-2M,balanced-retry,2321096,128,89,368,1.270542743,32752
OpenAI-2M,balanced-retry,2321096,128,90,323,1.115177462,29070
OpenAI-2M,balanced-retry,2321096,128,91,365,1.260185057,33215
OpenAI-2M,balanced-retry,2321096,128,92,323,1.115177462,29716
OpenAI-2M,balanced-retry,2321096,128,93,355,1.225659439,33015
OpenAI-2M,balanced-retry,2321096,128,94,341,1.177323574,32054
OpenAI-2M,balanced-retry,2321096,128,95,310,1.070294158,29450
OpenAI-2M,balanced-retry,2321096,128,96,324,1.118630023,31104
OpenAI-2M,balanced-retry,2321096,128,97,337,1.163513327,32689
OpenAI-2M,balanced-retry,2321096,128,98,334,1.153155641,32732
OpenAI-2M,balanced-retry,2321096,128,99,296,1.021958293,29304
OpenAI-2M,balanced-retry,2321096,128,100,339,1.170418450,33900
OpenAI-2M,balanced-retry,2321096,128,101,316,1.091009529,31916
OpenAI-2M,balanced-retry,2321096,128,102,326,1.125535147,33252
OpenAI-2M,balanced-retry,2321096,128,103,352,1.215301754,36256
OpenAI-2M,balanced-retry,2321096,128,104,310,1.070294158,32240
OpenAI-2M,balanced-retry,2321096,128,105,322,1.111724900,33810
OpenAI-2M,balanced-retry,2321096,128,106,318,1.097914653,33708
OpenAI-2M,balanced-retry,2321096,128,107,321,1.108272338,34347
OpenAI-2M,balanced-retry,2321096,128,108,327,1.128987709,35316
OpenAI-2M,balanced-retry,2321096,128,109,339,1.170418450,36951
OpenAI-2M,balanced-retry,2321096,128,110,304,1.049578787,33440
OpenAI-2M,balanced-retry,2321096,128,111,295,1.018505731,32745
OpenAI-2M,balanced-retry,2321096,128,112,310,1.070294158,34720
OpenAI-2M,balanced-retry,2321096,128,113,269,0.928739124,30397
OpenAI-2M,balanced-retry,2321096,128,114,282,0.973622428,32148
OpenAI-2M,balanced-retry,2321096,128,115,232,0.800994338,26680
OpenAI-2M,balanced-retry,2321096,128,116,289,0.997790360,33524
OpenAI-2M,balanced-retry,2321096,128,117,275,0.949454495,32175
OpenAI-2M,balanced-retry,2321096,128,118,296,1.021958293,34928
OpenAI-2M,balanced-retry,2321096,128,119,283,0.977074990,33677
OpenAI-2M,balanced-retry,2321096,128,120,219,0.756111034,26280
OpenAI-2M,balanced-retry,2321096,128,121,274,0.946001933,33154
OpenAI-2M,balanced-retry,2321096,128,122,252,0.870045574,30744
OpenAI-2M,balanced-retry,2321096,128,123,232,0.800994338,28536
OpenAI-2M,balanced-retry,2321096,128,124,253,0.873498136,31372
OpenAI-2M,balanced-retry,2321096,128,125,244,0.842425079,30500
OpenAI-2M,balanced-retry,2321096,128,126,246,0.849330203,30996
OpenAI-2M,balanced-retry,2321096,128,127,245,0.845877641,31115
OpenAI-2M,balanced-retry,2321096,128,128,220,0.759563596,28160
YFCC-10M,baseline,10000000,128,1,396,0.275384391,396
YFCC-10M,baseline,10000000,128,2,468,0.325454280,936
YFCC-10M,baseline,10000000,128,3,516,0.358834206,1548
YFCC-10M,baseline,10000000,128,4,577,0.401254529,2308
YFCC-10M,baseline,10000000,128,5,606,0.421421568,3030
YFCC-10M,baseline,10000000,128,6,672,0.467318966,4032
YFCC-10M,baseline,10000000,128,7,644,0.447847342,4508
YFCC-10M,baseline,10000000,128,8,650,0.452019833,5200
YFCC-10M,baseline,10000000,128,9,724,0.503480553,6516
YFCC-10M,baseline,10000000,128,10,763,0.530601743,7630
YFCC-10M,baseline,10000000,128,11,779,0.541728385,8569
YFCC-10M,baseline,10000000,128,12,767,0.533383403,9204
YFCC-10M,baseline,10000000,128,13,789,0.548682536,10257
YFCC-10M,baseline,10000000,128,14,839,0.583453292,11746
YFCC-10M,baseline,10000000,128,15,842,0.585539538,12630
YFCC-10M,baseline,10000000,128,16,812,0.564677084,12992
YFCC-10M,baseline,10000000,128,17,892,0.620310294,15164
YFCC-10M,baseline,10000000,128,18,870,0.605011161,15660
YFCC-10M,baseline,10000000,128,19,930,0.646736069,17670
YFCC-10M,baseline,10000000,128,20,893,0.621005709,17860
YFCC-10M,baseline,10000000,128,21,946,0.657862711,19866
YFCC-10M,baseline,10000000,128,22,975,0.678029750,21450
YFCC-10M,baseline,10000000,128,23,926,0.643954409,21298
YFCC-10M,baseline,10000000,128,24,979,0.680811410,23496
YFCC-10M,baseline,10000000,128,25,927,0.644649824,23175
YFCC-10M,baseline,10000000,128,26,979,0.680811410,25454
YFCC-10M,baseline,10000000,128,27,1056,0.734358375,28512
YFCC-10M,baseline,10000000,128,28,1025,0.712800506,28700
YFCC-10M,baseline,10000000,128,29,971,0.675248089,28159
YFCC-10M,baseline,10000000,128,30,963,0.669684768,28890
YFCC-10M,baseline,10000000,128,31,983,0.683593071,30473
YFCC-10M,baseline,10000000,128,32,1003,0.697501373,32096
YFCC-10M,baseline,10000000,128,33,1044,0.726013394,34452
YFCC-10M,baseline,10000000,128,34,1090,0.758002490,37060
YFCC-10M,baseline,10000000,128,35,1118,0.777474113,39130
YFCC-10M,baseline,10000000,128,36,1034,0.719059242,37224
YFCC-10M,baseline,10000000,128,37,1081,0.751743753,39997
YFCC-10M,baseline,10000000,128,38,1056,0.734358375,40128
YFCC-10M,baseline,10000000,128,39,1158,0.805290718,45162
YFCC-10M,baseline,10000000,128,40,1103,0.767042886,44120
YFCC-10M,baseline,10000000,128,41,1092,0.759393320,44772
YFCC-10M,baseline,10000000,128,42,1092,0.759393320,45864
YFCC-10M,baseline,10000000,128,43,1206,0.838670644,51858
YFCC-10M,baseline,10000000,128,44,1141,0.793468661,50204
YFCC-10M,baseline,10000000,128,45,1146,0.796945737,51570
YFCC-10M,baseline,10000000,128,46,1166,0.810854039,53636
YFCC-10M,baseline,10000000,128,47,1197,0.832411908,56259
YFCC-10M,baseline,10000000,128,48,1220,0.848406456,58560
YFCC-10M,baseline,10000000,128,49,1175,0.817112775,57575
YFCC-10M,baseline,10000000,128,50,1118,0.777474113,55900
YFCC-10M,baseline,10000000,128,51,1268,0.881786382,64668
YFCC-10M,baseline,10000000,128,52,1196,0.831716493,62192
YFCC-10M,baseline,10000000,128,53,1235,0.858837683,65455
YFCC-10M,baseline,10000000,128,54,1241,0.863010174,67014
YFCC-10M,baseline,10000000,128,55,1167,0.811549454,64185
YFCC-10M,baseline,10000000,128,56,1259,0.875527646,70504
YFCC-10M,baseline,10000000,128,57,1255,0.872745986,71535
YFCC-10M,baseline,10000000,128,58,1211,0.842147720,70238
YFCC-10M,baseline,10000000,128,59,1276,0.887349703,75284
YFCC-10M,baseline,10000000,128,60,1273,0.885263458,76380
YFCC-10M,baseline,10000000,128,61,1234,0.858142268,75274
YFCC-10M,baseline,10000000,128,62,1200,0.834498154,74400
YFCC-10M,baseline,10000000,128,63,1231,0.856056023,77553
YFCC-10M,baseline,10000000,128,64,1286,0.894303855,82304
YFCC-10M,baseline,10000000,128,65,1264,0.879004722,82160
YFCC-10M,baseline,10000000,128,66,1275,0.886654288,84150
YFCC-10M,baseline,10000000,128,67,1214,0.844233965,81338
YFCC-10M,baseline,10000000,128,68,1254,0.872050571,85272
YFCC-10M,baseline,10000000,128,69,1257,0.874136816,86733
YFCC-10M,baseline,10000000,128,70,1301,0.904735082,91070
YFCC-10M,baseline,10000000,128,71,1312,0.912384648,93152
YFCC-10M,baseline,10000000,128,72,1298,0.902648836,93456
YFCC-10M,baseline,10000000,128,73,1302,0.905430497,95046
YFCC-10M,baseline,10000000,128,74,1280,0.890131364,94720
YFCC-10M,baseline,10000000,128,75,1233,0.857446853,92475
YFCC-10M,baseline,10000000,128,76,1348,0.937419593,102448
YFCC-10M,baseline,10000000,128,77,1271,0.883872628,97867
YFCC-10M,baseline,10000000,128,78,1215,0.844929381,94770
YFCC-10M,baseline,10000000,128,79,1273,0.885263458,100567
YFCC-10M,baseline,10000000,128,80,1310,0.910993818,104800
YFCC-10M,baseline,10000000,128,81,1334,0.927683781,108054
YFCC-10M,baseline,10000000,128,82,1280,0.890131364,104960
YFCC-10M,baseline,10000000,128,83,1261,0.876918476,104663
YFCC-10M,baseline,10000000,128,84,1339,0.931160856,112476
YFCC-10M,baseline,10000000,128,85,1308,0.909602988,111180
YFCC-10M,baseline,10000000,128,86,1373,0.954804971,118078
YFCC-10M,baseline,10000000,128,87,1235,0.858837683,107445
YFCC-10M,baseline,10000000,128,88,1337,0.929770026,117656
YFCC-10M,baseline,10000000,128,89,1314,0.913775478,116946
YFCC-10M,baseline,10000000,128,90,1294,0.899867176,116460
YFCC-10M,baseline,10000000,128,91,1311,0.911689233,119301
YFCC-10M,baseline,10000000,128,92,1288,0.895694685,118496
YFCC-10M,baseline,10000000,128,93,1282,0.891522194,119226
YFCC-10M,baseline,10000000,128,94,1243,0.864401004,116842
YFCC-10M,baseline,10000000,128,95,1286,0.894303855,122170
YFCC-10M,baseline,10000000,128,96,1264,0.879004722,121344
YFCC-10M,baseline,10000000,128,97,1236,0.859533098,119892
YFCC-10M,baseline,10000000,128,98,1286,0.894303855,126028
YFCC-10M,baseline,10000000,128,99,1288,0.895694685,127512
YFCC-10M,baseline,10000000,128,100,1279,0.889435949,127900
YFCC-10M,baseline,10000000,128,101,1224,0.851188117,123624
YFCC-10M,baseline,10000000,128,102,1319,0.917252554,134538
YFCC-10M,baseline,10000000,128,103,1222,0.849797286,125866
YFCC-10M,baseline,10000000,128,104,1245,0.865791834,129480
YFCC-10M,baseline,10000000,128,105,1281,0.890826779,134505
YFCC-10M,baseline,10000000,128,106,1230,0.855360608,130380
YFCC-10M,baseline,10000000,128,107,1273,0.885263458,136211
YFCC-10M,baseline,10000000,128,108,1266,0.880395552,136728
YFCC-10M,baseline,10000000,128,109,1269,0.882481798,138321
YFCC-10M,baseline,10000000,128,110,1155,0.803204473,127050
YFCC-10M,baseline,10000000,128,111,1196,0.831716493,132756
YFCC-10M,baseline,10000000,128,112,1220,0.848406456,136640
YFCC-10M,baseline,10000000,128,113,1218,0.847015626,137634
YFCC-10M,baseline,10000000,128,114,1281,0.890826779,146034
YFCC-10M,baseline,10000000,128,115,1268,0.881786382,145820
YFCC-10M,baseline,10000000,128,116,1176,0.817808191,136416
YFCC-10M,baseline,10000000,128,117,1205,0.837975229,140985
YFCC-10M,baseline,10000000,128,118,1146,0.796945737,135228
YFCC-10M,baseline,10000000,128,119,1219,0.847711041,145061
YFCC-10M,baseline,10000000,128,120,1208,0.840061475,144960
YFCC-10M,baseline,10000000,128,121,1190,0.827544002,143990
YFCC-10M,baseline,10000000,128,122,1211,0.842147720,147742
YFCC-10M,baseline,10000000,128,123,1143,0.794859491,140589
YFCC-10M,baseline,10000000,128,124,1114,0.774692453,138136
YFCC-10M,baseline,10000000,128,125,1166,0.810854039,145750
YFCC-10M,baseline,10000000,128,126,1102,0.766347471,138852
YFCC-10M,baseline,10000000,128,127,1159,0.805986133,147193
YFCC-10M,baseline,10000000,128,128,1117,0.776778698,142976
YFCC-10M,score-median,10000000,128,1,0,0.000000000,0
YFCC-10M,score-median,10000000,128,2,0,0.000000000,0
YFCC-10M,score-median,10000000,128,3,0,0.000000000,0
YFCC-10M,score-median,10000000,128,4,0,0.000000000,0
YFCC-10M,score-median,10000000,128,5,0,0.000000000,0
YFCC-10M,score-median,10000000,128,6,0,0.000000000,0
YFCC-10M,score-median,10000000,128,7,0,0.000000000,0
YFCC-10M,score-median,10000000,128,8,0,0.000000000,0
